judgement_id,tribunal,chamber,chamber_group,hearing_datetime,decision_datetime,created_datetime,publication_datetime,last_updatedtime,file_number,file_no_1,file_no_2,file_no_3,reported_number,reported_no_1,reported_no_2,reported_no_3,neutral_citation_number,ncn_year,ncn_code1,ncn_citation,ncn_code2,claimant,respondent,notes,is_published,subcategory_id,sec_subcategory_id,keywords,decision_type
2408,,,,,4/3/2008,4/28/2008,4/28/2008,1/9/2009,,CIB,2619,2007,,IB,1,08,,,,,,,,"Incapacity for work – exemptions from personal capability assessment – severe mental illness stabilised by medication
A claim made in 1994 had been disallowed because the claimant did not satisfy the contribution conditions although she was accepted as qualifying for incapacity credits. On 10 December 2003 the claimant’s GP signed a questionnaire giving a diagnosis of bipolar disorder type II, date of onset 1996, and stating that she was stable on medication. The claimant completed an IB50 questionnaire and a medical adviser gave the opinion that she fell into an exempt category of mental illness (but with the suggestion that her functional capacity would be expected to improve significantly within 18 months). Accordingly, from 5 February 2004 the claimant was treated as incapable of work under regulation 10(2)(e)(viii) of the Social Security (Incapacity for Work) (General) Regulations 1995 (severe mental illness having severe mental effects) (“the regulation 10 exemption”). On 25 October 2005 the claimant completed a further IB50 questionnaire and was subsequently examined by an examining medical practitioner (EMP) who recorded the diagnosis of bipolar disorder and the current medication taken and expressed the opinion that the claimant had no problem with any physical activity and that only three point-scoring mental health descriptors applied. The EMP considered that her condition was well stabilised with minimal remaining disability and ticked that there would be no substantial risk to the mental or physical health of any person if she were found capable of work and answered “no” to the other questions arising under regulation 27 of the 1995 regulations. On the basis of that evidence the decision awarding incapacity credits was superseded and a decision given that the claimant did not score enough points to satisfy the personal capability assessment (PCA) and was not incapable of work. The claimant appealed and the tribunal dismissed the appeal on the basis that the claimant was not automatically exempted on the basis of her diagnosis and medication and that she no longer fell into an exempt category under the regulation 10 exemption. The tribunal further concluded that the claimant satisfied only one additional mental health descriptor. The Commissioner gave leave to appeal on the grounds submitted on behalf of the claimant, namely (i) that the tribunal had misinterpreted a further potentially applicable descriptor and (ii) that the tribunal had failed to have regard to CIB/3328/1998 (regarding recourse to the Incapacity Benefit Handbook for Approved Doctors) (the Commissioner noting that whilst that Handbook had been referred to before the tribunal, CIB/3328/1998 had not then been specifically relied on).
Held, allowing the appeal and remitting the case to differently constituted tribunal for re-hearing, that:
1.	the tribunal had erred by not adequately considering two additional descriptors (although that in itself would not have justified allowing the appeal (paragraph 15);
2.	a claimant’s capacity for work should be judged according to the practical reality from time to time, including the beneficial effect of medicines and other treatments that it is reasonable for a person to accept, subject to any adverse effects of the treatment (paragraphs 16 and 17);
3.	the argument that the interpretation of the regulation 10 exemption was affected by the way in which the 1997 amendment which introduced it was put to the Social Security Advisory Committee should be rejected because the conclusion in Commissioner’s decision CSIB/169/2005 that that amendment was valid under Howker v Secretary of State for Work and Pensions [2002] EWCA Civ 1623, [2003] ICR 405, also reported as R(IB) 3/03, did not imply that it was neutral in effect and to be interpreted in line with the previous form of regulation 10(2)(e)(viii) and the guidance given to doctors; and in any event that guidance did not suggest that a diagnosis of bi-polar disorder or long-term lithium medication was conclusive in itself (paragraphs 18 to 25);
4.	leaving aside that stabilisation is different from freedom from symptoms, the tribunal had erred in its consideration of regulation 27 of the 1995 regulations by failing to consider whether that stabilisation was likely to survive the stresses of work of the sort that the claimant might be required to look for under the jobseeker’s allowance regime (paragraph 26);
In addition, the Commissioner commented on what Commissioner’s decision CIB/3328/1998 stands for.
",1,165,,,
2409,,,,,4/3/2008,4/28/2008,4/28/2008,4/28/2008,,CIS,3779,2007,,,,,,,,,,,,"Registering as a jobseeker.
",1,123,,,
2410,,,,,4/4/2008,4/28/2008,4/28/2008,4/28/2008,,CDLA,3585,2007,,,,,,,,,,,,"Disability discrimination Act 1995 irrelevant. Effect of medication is relevant to conditions of entitlement.
",1,86,,,
2411,,,,,3/13/2008,4/28/2008,4/28/2008,1/13/2010,,CP,1425,2007,,P,2,09,,,,,,,,"Discrimination on ground of sex – pension rights of male-to-female transsexuals under Council Directive 79/7 – claimant in receipt of pension as man at date of claim – entitlement on basis of “deferment”
The claimant was a male-to-female transsexual who lived as a man until shortly before attaining the female pension age of 60 in July 1994. She claimed and was awarded retirement pension in 1999 from the male pension age of 65. The Gender Recognition Act 2004 came into effect in April 2005 and the claimant obtained a full gender recognition certificate in May 2005. Her retirement pension was recalculated from June 2005 with the effect that her earnings-related additional pension as a woman was slightly reduced. In May 2006 the claimant applied for her pension to be awarded to her as a woman back to her 60th birthday, asserting entitlement to equal treatment under Article 4(1) of Council Directive 79/7 with a person of the same age born a female, based on the ruling by the European Court of Justice in Case C-423/04 Richards v Secretary of State [2006] ECR I-3585 (now reported as R(P) 1/07) issued on 27 April 2006. A decision-maker refused the application on the basis that that she had not claimed at the age of 60 and the 12-month time limit for claims applied. The claimant appealed and a tribunal upheld that decision, also holding that she could have no claim under the Directive. The claimant appealed to the Commissioners. 
Held, allowing the appeal in part, that:
1.	the claimant was entitled to assert a claim under the direct effect of Article 4(1) on the basis of equal treatment with any other person of her acquired gender, and the tribunal had erred in law in holding the Gender Recognition Act removed any scope for such a claim (R(P) 1/09 paragraphs 19, 29 to 31 and the cases there cited) (paragraphs 31 and 32);
2.	any such claim or application for earlier or extra benefit by virtue of the Directive was however subject to the same general procedural requirements, time limits and restrictions as any corresponding applications under domestic law (R(P) 1/09 paragraphs 21, 33 to 35 and the cases there cited) (paragraphs 34 and 35);
3.	applying those requirements, the claimant’s application of May 2006 could only be considered as one for the alteration of the retirement pension she had already duly claimed and been awarded in 1999, not as a fresh or separate claim. The only relevant power to alter that award was to supersede it under section 10 of the Social Security Act 1998 with effect from the date of her application. There was no ground to revise it back to its original date, as any error in failing to accord equal treatment as required by the Directive was only shown to be so by Richards, and so was outside the definition of “official error” permitting such revision in regulation 1(3) of the Social Security and Child Support (Decisions and Appeals) Regulations 1999 (paragraphs 38 to 44); 
4.	the decision to reduce the claimant’s pension in June 2005 was open to question and required to be reconsidered, for possible separate revision of the claimant’s award back to that date if it had failed to give effect to paragraph 7(4) of Schedule 5 to the Gender Recognition Act as regards her earnings-related benefit (paragraphs 45 and 46); 
5.	in either case the claimant was entitled to have included in her pension, from the effective date of the superseding or revised decision, a percentage increase for deferment of her pension under section 55 of the Contributions and Benefits Act, measured from the date when she could first have claimed it under the Directive until its actual starting date in 1999: in this respect the special provisions in Schedule 5 to the Gender Recognition Act fell short of what was required for equal treatment (paragraphs 47 to 48);
6.	for that purpose the date when the claimant had first become entitled to the benefit of equal  treatment in her acquired gender was to be determined by applying the same tests as in the Gender Recognition Act, even as regards periods before it came into force (R(P) 1/09 paragraphs 38 to 41; CP/3485/2003 approved and followed) (paragraph 49).
",1,121,260,,
2412,,,,,3/13/2008,4/28/2008,,8/7/2008,,CP,2862,2007,,,,,,,,,,,,"Pension rights of transsexuals under EU directive 79/7 and gender recognition Act 2004.

Decided with CP/1425/2007 and CSP/503/2007
",0,121,262,,
2413,,,,,4/3/2008,4/28/2008,4/28/2008,4/28/2008,,CIS,3486,2007,,,,,,,,,,,,"Adequacy of evidence of computer records.
",1,234,,,
2414,,,,,4/8/2008,4/28/2008,4/28/2008,4/28/2008,,CDLA,1797,2007,,,,,,,,,,,,"Weighing evidence of school and parents in cases of child behavioural problems.

As Above.
",1,95,274,,
2415,,,,,4/10/2008,4/28/2008,4/28/2008,4/28/2008,,CDLA,2991,2007,,,,,,,,,,,,"Nausea- R(DLA) 1/08 to be followed in preferemce to CSDLA/854/2003.

Permission needed for further submissions after round of directed submissions complete.
",1,97,61,,
2416,,,,,4/17/2008,4/28/2008,4/28/2008,12/10/2008,,CPC,204,2006,,PC,2,08,,,,,,,,"Housing costs – service charges – supersession of award of state pension credit after estimated service charges finalised
The claimant and his wife held a long lease of a former local authority flat. The lease required the payment of estimated service charges and of any shortfall when the actual charges were calculated after the end of the financial year. The claimant was awarded income support in 2002, which by the time of his appeal had been converted into state pension credit. The service charges were included in the calculation of both benefits. Initially the 2002/03 service charges were paid on the basis of the level of service charges for the year 2001/02, but on 5 March 2003 the decision awarding income support was purportedly revised, so as to reduce the amount of housing costs to the estimated 2002/03 figure. However the actual service charges for 2002/03 as invoiced in September 2003 were higher than the estimate. The claimant did not inform the Secretary of State of the increase until November 2004. The Secretary of State refused to award the difference on the basis that the decision sought to be revised was the revision decision of 5 March 2003, so that the application made on 22 November 2004 was outside the absolute 13-month time limit imposed by regulation 4(3)(b) of the Social Security (Decisions and Appeals) Regulations 1999. The claimant appealed and a tribunal dismissed his appeal.
Held, allowing the appeal but substituting one to the same effect, that:
1.	the tribunal had erred in law by treating the case as one of revision, since the award should have been superseded for a change of circumstances because the claimant’s liability for the actual service charges was a new liability which was separate from the liability to pay estimated service charges (paragraphs 8 to 10 and 17);
2.	paragraph 13 of Schedule II to the State Pension Credit Regulations 2002 requires housing costs to be calculated on a weekly basis and the expiry of the 52-week period over which housing costs must be paid is a change of circumstances. The decision-maker can make a composite decision increasing the award by the weekly amount of the housing costs, and at the same time terminating the award 52 weeks later under regulation 6(2)(a)(ii) of the Decisions and Appeals Regulations on the basis of an anticipated change of circumstances at the end of the 52-week period (paragraph 12);
3.	in order for regulation 7 of the Decisions and Appeals Regulations to provide an effective sanction in respect of late supersession applications relating to housing costs, paragraph 13 of Schedule II to the 2002 Regulations must be read as requiring housing costs to be calculated on a weekly basis commencing on the date on which the liability for the costs arose, and a claimant who makes a supersession application more than one month after incurring liability for a housing cost and who cannot bring himself within the conditions for a longer period to be allowed under regulation 8 of the Decisions and Appeals Regulations is entitled to an increase in benefit only during the balance of the 52-week period (paragraph 16); 
4.	in this case, the 52-week period had expired when the claimant informed the Secretary of State of his liability for the final amount of service charges for 2002/03 and he did not satisfy the conditions in regulation 8, so that he was not entitled to a supersession decision in respect of his liability for those costs (paragraphs 16 and 17).
",1,248,,,
2417,,,,,4/9/2008,4/28/2008,4/28/2008,4/28/2008,,CJSA,980,2006,,,,,,,,,,,,"Workseeker.
",1,302,,,
2418,,,,,4/23/2008,4/28/2008,4/28/2008,1/9/2009,,CIS,3611,2007,,IS,10,08,,,,,,,,"Recovery of overpayment – amount recoverable – hypothetical reduction of capital – whether applies to capital of children
The claimant was receiving income support, which included personal allowances for her two daughters. Both daughters had savings accounts, which at the time of her claim contained less than £2,500. Over the years the balance in both accounts increased to over £3,000, at which level the claimant was no longer entitled to personal allowances for the children. However, the claimant did not inform the Secretary of State of the change of circumstances. When it came to light, a substantial overpayment had arisen and the Secretary of State decided that it was recoverable because the claimant had failed to disclose that her daughters’ capital had increased above £3,000. The claimant appealed and an appeal tribunal dismissed her appeal. The claimant appealed to the Commissioner. The Commissioner raised the issue of the application of regulation 14(1) of the Social Security (Payments on account, Overpayments and Recovery) Regulations 1988 (the Payments Regulations) to the capital of children. Regulation 14(1) provides that, where income support has been overpaid in consequence of a misrepresentation of or failure to disclose “the capital a claimant possesses” the amount of a claimant’s capital taken into account in the calculation of an overpayment is to be reduced at the end of each 13 weeks by the amount of income support overpaid in those 13 weeks. The Secretary of State argued that that provision applied only to a claimant’s capital and not that of a claimant’s children.
Held, allowing the appeal, that:
1.	in this context the word “claimant” must be given the meaning given to it for the purposes of the treatment of capital resources as set out in the second part of regulation 23(1) of the Income Support (General) Regulations, in the form still in force at the relevant dates, which on its precise wording is not subject to the restriction in its first part and so provides for both income and capital of all children and young persons who are members of the family of the person claiming income support as defined in and under section 137(1) of the Contributions and Benefits Act to be aggregated (paragraph 18);
2.	accordingly, when regulation 14(1) of the Payments Regulations refers to cases where income support has been overpaid in consequence of a misrepresentation of or failure to disclose “the capital a claimant possesses” the reference includes cases where the capital concerned was possessed by a child or young person who was a member of the family of the person claiming income support (paragraph 19);
3.	even if that were wrong, the existence of regulation 14 did not exclude the operation of a diminishing capital principle, based (following R(SB) 15/85) on the recoverability of overpayments under section 71 of the Social Security Administration Act 1992 being restricted to payments made in consequence of a misrepresentation or failure to disclose a material fact and to payments that the Secretary of State would not have made but for the misrepresentation or failure to disclose (paragraph 21);
4.	the claimant had, albeit innocently and without fraudulent intent, failed to disclose the change of circumstances that the children’s capital had increased above £3,000 and an overpayment was recoverable of a reduced amount applying regulation 14 (paragraphs 22 to 32).	
",1,227,,,
2419,,,,,4/4/2008,4/28/2008,4/28/2008,5/19/2008,,CPC,3373,2007,,,,,,,,,,,,"Losses from self- employment may not be offset against other income.

Relevance of a change of circumstances.
",1,105,248,,
2420,,,,,3/13/2008,5/15/2008,5/15/2008,7/2/2008,,CSP,503,2007,,,,,,,,,,,,"Pension rights of transsexuals under EU directive 79/7 and gender recognition Act 2004.

Entitlement of transsexuals

Decided with CP/1425/2007 and CP/2862/2007",1,121,260,,
2421,,,,,4/25/2008,5/19/2008,5/19/2008,5/19/2008,,CSIB,164,2008,,,,,,,,,,,,"Under reg. 27(b), assessment of ""substantial risk"" not limited by reference only to previous employment.
",1,166,,,
2422,,,,,4/29/2008,5/19/2008,5/19/2008,5/19/2008,,CIS,1934,2006,,,,,,,,,,,,"Whether person remains a worker after 2 year absence.
",1,302,,,
2423,,,,,5/6/2008,5/19/2008,5/19/2008,5/21/2008,,CIS,4144,2007,,,,,,,,,,,,"Claimant advised to claim income support instead of jobseeker's allowance.
",1,123,302,,
2424,,,,,5/7/2008,5/19/2008,5/19/2008,5/19/2008,,CCS,3355,2007,,,,,,,,,,,,"Dividends, other income and diversion of income variations.

Dividends, other income and diversion of income variations.
",1,38,35,,
2425,,,,,5/13/2008,5/21/2008,5/21/2008,7/2/2008,,CIS,4304,2007,,,,,,,,,,,,"Inability to work- Structure of regulation 21AA IS Regulations.
",1,123,302,,
2426,,,,,5/13/2008,5/21/2008,5/21/2008,5/30/2008,,CIS,2100,2007,,,,,,,,,,,,"Dependence.
",1,123,302,,
2427,,,,,5/14/2008,5/21/2008,5/21/2008,5/21/2008,,CIS,3960,2007,,,,,,,,,,,,"Baumbast- nursey is not primary education.
",1,123,,,
2428,,,,,5/2/2008,5/21/2008,5/21/2008,5/21/2008,,CCS,2656,2007,,,,,,,,,,,,"Child support- divided income- dividends paid into trust before regulation 19 (1A) in force- Non- resident parent minority shareholder.

Child support- divided income- dividends paid into trust before regulation 19 (1A) in force- Non- resident parent minority shareholder- No diversion.
",1,32,35,,
2429,,,,,3/18/2008,5/21/2008,5/21/2008,5/21/2008,,CDLA,144,2008,,,,,,,,,,,,Record of proceedings – use of CD to record full proceedings,1,280,,,
2430,,,,,5/15/2008,5/29/2008,5/29/2008,5/29/2008,,CIS,488,2008,,,,,,,,,,,,"Information to be sought by the Tribunal. Kerr Vs Department for Social Development, R Vs Stoke-on- Trent ex p Highgate project and R(IS) 2/07 considered.

Information to be sought by the Tribunal. Kerr Vs Department for Social Development, R Vs Stoke-on- Trent ex p Highgate project and R(IS) 2/07 considered.
",1,174,274,,
2431,,,,,5/8/2008,5/29/2008,5/29/2008,5/29/2008,,CDLA,3839,2007,,,,,,,,,,,,"Physical disablement when the claimant refuses to walk.
",1,91,,,
2432,,,,,5/19/2008,5/29/2008,5/29/2008,1/9/2009,,CIS,43,2008,,IS,11,08,,,,,,,,"Prescribed category of person – person looking after child whose parent is ill – whether care arrangement must be temporary
The claimant began to look after her 14-year old granddaughter, whose behaviour was worsening her mother’s depression. The claimant’s daughter continued receiving child benefit, and paying it to the claimant, for a short period, after which it was awarded to the claimant. The claimant claimed income support as a lone parent under paragraph 1 of Schedule 1B to the Income Support (General) Regulations 1987. The Secretary of State refused her claim for the period before she was awarded child benefit and an appeal tribunal confirmed that decision. The claimant appealed to the Commissioner.
Held, allowing the appeal, that:
1.	the tribunal had been correct to find that the claimant was not a lone parent as defined by regulations 2(1) and 15(1) of the 1987 Regulations, since she was not to be treated as responsible for a child unless she was receiving child benefit, “receiving” in that context having the meaning  “having claimed and been awarded” (CIS/2317/2006 followed) (paragraphs 6 to 9);
2.	however, the tribunal had failed to consider the possibility that the claimant fell within the category prescribed by paragraph 3 of Schedule 1B, headed “Persons temporarily looking after another person” (paragraphs 10 and 11);
3.	despite the heading to paragraph 3, it was not necessary on the wording of paragraph 3(a) for the care arrangement to be temporary in a case where the claimant was looking after a child because the parent was unable to provide care through illness, and that interpretation was re-enforced by the contrast in wording with paragraph 3(b) and was a coherent and rational interpretation taken with the law on child benefit (paragraphs 13 to 15);
1.	4.	the claimant therefore satisfied paragraph 3 of Schedule 1B for the period until she was awarded child benefit (paragraphs 1 and 16).
",1,176,,,
2433,,,,,5/19/2008,5/29/2008,5/29/2008,1/9/2009,,CJSA,63,2007,,JSA,1,08,,,,,,,,"Voluntary unemployment – whether just cause for leaving stop-gap employment 
The claimant was made redundant after 43 years of work, the last 20 years as a senior finance manager. He claimed and was awarded jobseeker’s allowance, but after two weeks started work for 20 hours a week as a control assistant with an ambulance service. However, he left the job after slightly less than a month, during which time he had worked five shifts including training. He made a new claim for jobseeker’s allowance, which was awarded, but after two months the Secretary of State superseded the award and decided that, under section 19(1), (3) and (6)(b) of the Jobseekers Act 1995, jobseeker’s allowance should not be paid for a period of six weeks because the claimant had voluntarily left his employment with the ambulance service without just cause. The claimant appealed, but the appeal tribunal dismissed his appeal. The claimant appealed to the Commissioner against the decision of the tribunal as to both the imposition of the sanction and its length. His main arguments were that the job was one that he could not have been required to take under section 19(6)(c) during his “permitted period” of restriction of availability under regulation 16 of the Jobseeker’s Allowance Regulations 1996, and that, had he been unemployed for longer, he could have availed himself of the trial period concession in regulation 74 of those Regulations.
Held, dismissing the appeal, that:
1.	while there may be circumstances in which grounds upon which a claimant could have declined a job could amount to just cause for leaving it, the mere fact that a claimant could have declined a job does not give him just cause for voluntarily leaving the employment later (paragraph 14);
2.	similarly the mere fact that an employment was a stop-gap until a claimant found something more suitable did not justify him in leaving a job without reasonable prospects of obtaining other employment and the tribunal had been entitled to find that the claimant did not have just cause for leaving his employment (R(U) 14/53 distinguished) (paragraphs 15 and 16);
3.	however, the fact that the claimant need not have taken employment will be highly relevant to the length of the period for which a sanction is imposed if the claimant has left the employment voluntarily (paragraph 18);
4.	while it might well be reasonable to impose the minimum sanction of one week in a stop-gap case where a claimant met all the conditions of the trial period rules in regulation 74 other than the 13 weeks of previous employment, in the present case the claimant had not met all the other conditions which required a claimant to give a job a fair trial, and the tribunal was entitled to take the view that the claimant had left prematurely, notwithstanding that he need not have taken the job in the first place (paragraphs 19 and 20);
5.	in the present case a sanction for six weeks was reasonable, reflecting the balance of the minimum trial period required by regulation 74(4), plus a further period to reflect the possibility that, if the claimant had given the job a longer trial, he might have decided to remain in it (paragraphs 21 and 22). 
",1,215,,,
2434,,,,,5/19/2008,5/29/2008,5/29/2008,1/9/2009,,CPC,1370,2007,,PC,3,08,,,,,,,,"Capital – calculation of capital at start of assessed income period – point at which income becomes capital for state pension credit purposes  
Recovery of overpayment – amount recoverable – hypothetical reduction of capital – whether increases in actual capital during assessed income period to be taken into account 
The claimant signed a claim form for state pension credit in which “no” was ticked in reply to the question whether she had any savings or investments. The form included a declaration that “the information I have given on the form is correct and complete as far as I know and believe, and I have included all of my income and savings”. She received pension credit from 6 October 2003 until her death in 2005. It was then discovered that she had savings well above the limit of £6,000 at which tariff income fell to be calculated. A decision was given on revision that the claimant had been entitled to pension credit at a reduced rate for the period, on the basis of money in her accounts at 6 October 2003, which included four weeks’ receipt of retirement pension. It was further decided that overpaid benefit would not have been paid but for misrepresentation on her claim form and was recoverable from her estate. The claimant’s executor appealed, suggesting that the claimant, because of her disabilities, might not have understood the question about savings on the claim form. The appeal tribunal disallowed the appeal. The executor appealed to the Commissioner. The main issue before the Commissioner was whether current receipts of retirement pension should count as capital. The Secretary of State submitted that the principle in R(IS) 3/93 that income becomes capital only if it is unspent after the period to which it would have to be attributed did not apply to state pension credit, because there was no provision in the State Pension Credit Regulations 2002 for attribution of income to a particular period.
Held, allowing the appeal, that:
1.	the claimant’s declaration as to the inclusion of all income and savings was not restricted to information within her knowledge and there was no sufficient basis for a conclusion that she was not to be taken as having made the misrepresentation on the form she signed in the absence of evidence that the document she thought she was signing on was fundamentally different from what it actually was (R(IS) 4/06 and Chief Adjudication Officer v Sherriff, R(IS) 14/96 followed) (paragraphs 14 to 19);
2.	R(IS) 3/93 was based on the general proposition, supported by R(SB) 2/83 and R(SB) 35/83, that payments received as income were not capital merely because of their receipt into a claimant’s current account, but only after their transformation into capital, and was not dependent on the existence of the specific rule in the relevant Regulations about attribution of income, which was merely adopted as a convenient measure of the timing of the transformation  (paragraph 23);
3.	even if that were wrong, the state pension credit legislation must work on an assumed notion of a period of attribution to identify what income a claimant has on the start date of the assessed income period (paragraph 24);
4.	the main indicator of the metamorphosis into capital of income paid in respect of a period will therefore be the expiry of a length of time equal to that period, giving effect to the ordinary meanings of capital and income (paragraph 25);
5.	accordingly, the appeal tribunal erred in law by including the four weeks’ receipt of retirement pension as part of the claimant’s capital and the calculation of  her capital should have been revised to produce a lower tariff income (paragraph 28);
6.	because of the special structure of state pension credit, where hypothetical quarterly reductions of an overpayment of capital are being made under regulation 14 of the Social Security (Payments on account, Overpayments and Recovery) Regulations 1988, increases in the actual amount of capital possessed should not be taken into account (paragraph 33).
",1,30,227,,
2435,,,,,5/15/2008,5/29/2008,5/29/2008,5/29/2008,,CDLA,2372,2007,,,,,,,,,,,,"Papers relating to previous award not before tribunal. Duty to call for such papers.
",1,86,,,
2436,,,,,5/19/2008,5/29/2008,5/29/2008,5/29/2008,,CG,37,2008,,,,,,,,,,,,"Overpayment of widowed parent's allowance- Failure to disclose- tribunal on paper hearing not satisified. DWP Letters either sent or met Hooper criteria.
",1,229,,,
2437,,,,,5/15/2008,5/29/2008,5/29/2008,5/29/2008,,CP,98,2007,,,,,,,,,,,,"Prior award of additional pension component not affected by issue of full gender recognition certificate (male to female) after age 65 (Para 7(4) Schedule 5 of GRA). 
",1,259,,,
2438,,,,,5/20/2008,5/29/2008,5/29/2008,6/20/2008,,CPC,3992,2007,,,,,,,,,,,,Housing costs – loan taken out in ‘relevant period’ – backdating of state pension credit claim on advice of DWP visiting officer resulting in loss of entitlement to housing costs – CPC/3226/2005 followed – mischief and possible remedies considered,1,174,54,,
2439,,,,,5/23/2008,6/9/2008,6/9/2008,11/14/2011,,CIS,4299,2007,,,,,,,,,,SSWP,Lassal,"Reported as [2011] AACR 33.
European Union law – free movement of workers – right of permanent residence pursuant to Article 16(1) of Directive 2004/38/EC – whether period of five years completed before 30 April 2006 to be taken into account – effect of absence of less than two years after completion of that period
 The claimant entered the United Kingdom in January 1999 in order to look for work and from September 1999 to February 2005 she was working or seeking work. It was common ground between the parties to the main proceedings that she was a “worker” for the purposes of European Union law from January 1999 to February 2005. In February 2005 she left the United Kingdom to visit her mother in France, where she stayed for ten months. In December 2005, she returned to the United Kingdom where she sought work. From January to November 2006 she received jobseeker’s allowance. In November 2006 she claimed income support on the basis that she was pregnant. That claim was refused on the ground that she had no right to reside in the United Kingdom and was therefore to be treated as not habitually resident and so, as a “person from abroad”, had an applicable amount of nil. Her appeal to an appeal tribunal was allowed on the ground that she had a permanent right of residence under regulation 15 of the Immigration (European Economic Area) Regulations 2006, which implemented the provisions of Directive 2004/38 in the United Kingdom with effect from 30 April 2006. Article 16 of that Directive provides that European Union citizens who have resided legally for a continuous period of five years in the host Member State shall have a right of permanent residence there. Article 16(4) of the Directive states that the right of permanent residence will be lost only through absence from the host Member State for a period exceeding two consecutive years. The Secretary of State appealed to a Social Security Commissioner and then to the Court of Appeal. It was common ground in those proceedings that, although “right to reside” for the purposes of income support was not expressly defined, the right of permanent residence provided for in Article 16 of Directive 2004/38 constituted a right to reside for those purposes. The Court of Appeal stayed the proceedings and referred the case to the Court of Justice of the European Union for a preliminary ruling on the question whether continuous periods of five years’ residence completed before 30 April 2006 must be taken into account for the purposes of the acquisition of the right of permanent residence and, if the answer to that were in the affirmative, whether absences from the host Member State of less than two consecutive years, which occurred before 30 April 2006 but following a continuous period of five years’ legal residence, affected the acquisition of the right of permanent residence pursuant to Article 16(1).
Held, that:
1.	the purpose of  Directive 2004/38 was to facilitate the exercise of the primary and individual right to move and reside freely within the territory of the Member States that was conferred directly on Union citizens by the Treaty and in particular to strengthen that right, so that Union citizens cannot derive less rights from that Directive than from the instruments of secondary legislation which it amends or repeals: Case C-127/08 Metock and Others [2008] ECR I-6241 cited (paragraphs 30 to 32);
2.	it would be contrary to that purpose to take into account only continuous periods of five years’ legal residence commencing after 30 April 2006 for the purposes of the acquisition of a right of permanent residence, as it would mean that such a right could be granted only from 30 April 2011, and such an interpretation would amount to depriving the residence completed by citizens of the Union in accordance with EU law instruments pre-dating 30 April 2006 of any effect for the purposes of the acquisition of that right of permanent residence (paragraphs 35 and 36);
3.	an interpretation to the effect that only continuous periods of five years’ legal residence ending on 30 April 2006 or thereafter should be taken into account for the purposes of acquisition of the right of permanent residence provided for in Article 16 of Directive 2004/38 was also contrary to the purpose and effectiveness of that Directive. The EU legislature made the acquisition of the right of permanent residence pursuant to Article 16(1) subject to the integration of the citizen of the Union in the host Member State and it would be incompatible with the integration-based reasoning behind Article 16 of that Directive to consider that the required degree of integration in the host Member State depended on whether the continuous period of five years’ residence ended before or after 30 April 2006 (paragraph 37);
4.	the taking into account of periods of residence completed before 30 April 2006 did not give retroactive effect to Article 16 of Directive 2004/38, but simply gave present effect to situations which arose before the date of transposition of that Directive, bearing in mind that the provisions on citizenship of the Union were applicable as soon as they entered into force and therefore they must be applied to the present effects of situations arising previously: Case C-224/98 D’Hoop [2002] ECR I-6191 cited (paragraphs 38 and 39);
5.	consequently, for the purposes of the acquisition of the right of permanent residence provided for in Article 16 of Directive 2004/38, continuous periods of five years’ residence completed before the date of transposition of that Directive, namely 30 April 2006, in accordance with the earlier EU law instruments, must be taken into account (paragraph 40);
6.	it would be contrary to the effectiveness and purpose of Directive 2004/38 and the general scheme and spirit of Article 16 if  Article 16(4) of Directive 2004/38 were not to apply to continuous periods of five years’ legal residence completed before 30 April 2006 and it was clear from the analysis above that Article 16(4) must necessarily apply to those periods and that absences from the host Member State of less than two consecutive years occurring after the five-year periods of continuous residence but before 30 April 2006 were not such as to affect the link of integration of the citizen of the Union concerned (paragraphs 52 to 57);
7.	accordingly, absences from the host Member State of less than two consecutive years which occurred before 30 April 2006 but following a continuous period of five years’ legal residence completed before that date did not affect the acquisition of the right of permanent residence pursuant to Article 16(1) of Directive 2004/38 (paragraph 58).
",1,123,302,,
